State,State Name,County,County Name,NAICS,NAICS Description,Enterprise Size,Firms,Establishments,Employment,Employment Noise Flag,"Annual Payroll
($1,000)",Annual Payroll Noise Flag
48,Texas,499,Wood,713,"Amusement, Gambling, and Recreation Industries",1: Total,10,10,50,H,"1,126",G
48,Texas,499,Wood,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,69,69,404,H,"7,505",H
48,Texas,501,Yoakum,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,33,H,817,G
48,Texas,503,Young,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,28,28,175,H,"3,607",G
48,Texas,505,Zapata,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,3,3,7,G,83,G
48,Texas,507,Zavala,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,13,G,176,H
48,Texas,999,Statewide Texas,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,112,G,"10,527",G
49,Utah,3,Box Elder,713,"Amusement, Gambling, and Recreation Industries",1: Total,10,10,111,J,"1,738",J
49,Utah,3,Box Elder,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,16,16,50,G,818,G
49,Utah,5,Cache,713,"Amusement, Gambling, and Recreation Industries",1: Total,36,36,661,G,"7,080",G
49,Utah,5,Cache,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,36,36,135,G,"4,038",H
49,Utah,7,Carbon,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,44,H,539,J
49,Utah,7,Carbon,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,13,13,56,G,"1,107",H
49,Utah,9,Daggett,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,9,J,822,H
49,Utah,11,Davis,713,"Amusement, Gambling, and Recreation Industries",1: Total,71,74,"2,005",H,"37,007",H
49,Utah,11,Davis,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,72,72,339,G,"10,404",G
49,Utah,13,Duchesne,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,4,J,114,J
49,Utah,13,Duchesne,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,15,G,349,H
49,Utah,17,Garfield,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,12,J,759,G
49,Utah,19,Grand,713,"Amusement, Gambling, and Recreation Industries",1: Total,23,23,156,H,"6,560",G
49,Utah,19,Grand,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,18,18,31,H,"1,330",G
49,Utah,21,Iron,713,"Amusement, Gambling, and Recreation Industries",1: Total,19,19,153,H,"3,922",H
49,Utah,21,Iron,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,28,28,84,J,"1,723",G
49,Utah,25,Kane,713,"Amusement, Gambling, and Recreation Industries",1: Total,15,15,141,G,"4,731",G
49,Utah,25,Kane,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,799,J,"38,170",J
49,Utah,29,Morgan,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,20,J,347,H
49,Utah,29,Morgan,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,3,3,4,G,94,J
49,Utah,33,Rich,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,7,G,533,J
49,Utah,35,Salt Lake,713,"Amusement, Gambling, and Recreation Industries",1: Total,236,258,"5,376",G,"107,285",G
49,Utah,35,Salt Lake,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,568,579,"22,436",H,"1,133,216",H
49,Utah,37,San Juan,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,25,J,"1,072",J
49,Utah,37,San Juan,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,13,J,594,J
49,Utah,39,Sanpete,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,19,G,351,H
49,Utah,41,Sevier,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,26,H,404,H
49,Utah,41,Sevier,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,8,J,354,H
49,Utah,43,Summit,713,"Amusement, Gambling, and Recreation Industries",1: Total,36,37,"4,695",G,"101,681",G
49,Utah,43,Summit,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,49,52,799,G,"36,231",G
49,Utah,45,Tooele,713,"Amusement, Gambling, and Recreation Industries",1: Total,11,11,126,J,"1,811",J
49,Utah,45,Tooele,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,19,19,79,G,"1,450",G
49,Utah,47,Uintah,713,"Amusement, Gambling, and Recreation Industries",1: Total,9,9,33,H,"1,005",H
49,Utah,47,Uintah,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,23,J,438,G
49,Utah,49,Utah,713,"Amusement, Gambling, and Recreation Industries",1: Total,117,124,"1,700",G,"29,076",G
49,Utah,49,Utah,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,113,113,540,H,"18,373",G
49,Utah,51,Wasatch,713,"Amusement, Gambling, and Recreation Industries",1: Total,16,16,359,H,"14,344",J
49,Utah,51,Wasatch,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,68,G,"1,617",G
49,Utah,53,Washington,713,"Amusement, Gambling, and Recreation Industries",1: Total,64,67,948,G,"16,452",G
49,Utah,53,Washington,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,49,49,294,G,"8,753",G
49,Utah,57,Weber,713,"Amusement, Gambling, and Recreation Industries",1: Total,50,51,"2,123",H,"26,721",H
49,Utah,57,Weber,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,81,82,471,H,"13,386",G
49,Utah,999,Statewide Utah,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,6,6,16,J,"1,348",J
50,Vermont,1,Addison,713,"Amusement, Gambling, and Recreation Industries",1: Total,9,9,67,H,"1,069",G
50,Vermont,1,Addison,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,51,51,285,G,"12,995",G
50,Vermont,3,Bennington,713,"Amusement, Gambling, and Recreation Industries",1: Total,22,22,359,H,"10,867",H
50,Vermont,3,Bennington,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,57,57,217,G,"6,380",G
50,Vermont,5,Caledonia,713,"Amusement, Gambling, and Recreation Industries",1: Total,13,13,47,J,"1,608",H
50,Vermont,5,Caledonia,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,44,44,158,G,"3,972",G
50,Vermont,7,Chittenden,713,"Amusement, Gambling, and Recreation Industries",1: Total,72,77,"1,022",G,"26,227",H
50,Vermont,7,Chittenden,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,237,237,"1,323",G,"53,601",G
50,Vermont,9,Essex,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,6,6,12,J,229,H
50,Vermont,11,Franklin,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,36,J,982,H
50,Vermont,11,Franklin,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,42,42,135,G,"2,074",G
50,Vermont,13,Grand Isle,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,9,G,432,J
50,Vermont,13,Grand Isle,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,27,G,726,H
50,Vermont,15,Lamoille,713,"Amusement, Gambling, and Recreation Industries",1: Total,17,17,69,G,"2,421",H
50,Vermont,15,Lamoille,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,35,35,136,G,"4,837",G
50,Vermont,17,Orange,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,30,H,600,G
50,Vermont,17,Orange,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,38,38,120,H,"3,882",H
50,Vermont,19,Orleans,713,"Amusement, Gambling, and Recreation Industries",1: Total,10,10,13,J,762,G
50,Vermont,19,Orleans,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,36,36,96,G,"1,820",G
50,Vermont,21,Rutland,713,"Amusement, Gambling, and Recreation Industries",1: Total,26,27,772,J,"21,508",J
50,Vermont,21,Rutland,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,78,78,308,G,"7,896",G
50,Vermont,23,Washington,713,"Amusement, Gambling, and Recreation Industries",1: Total,27,28,350,J,"9,332",H
50,Vermont,23,Washington,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,172,173,933,G,"49,689",G
50,Vermont,25,Windham,713,"Amusement, Gambling, and Recreation Industries",1: Total,18,18,"1,168",J,"19,184",H
50,Vermont,25,Windham,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,72,72,230,H,"7,012",G
50,Vermont,27,Windsor,713,"Amusement, Gambling, and Recreation Industries",1: Total,15,17,208,G,"5,168",G
50,Vermont,27,Windsor,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,90,91,430,G,"16,115",H
50,Vermont,999,Statewide Vermont,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,16,G,"1,374",H
51,Virginia,1,Accomack,713,"Amusement, Gambling, and Recreation Industries",1: Total,11,11,59,G,"1,554",G
51,Virginia,1,Accomack,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,48,48,225,G,"4,213",H
51,Virginia,3,Albemarle,713,"Amusement, Gambling, and Recreation Industries",1: Total,37,40,689,G,"23,504",H
51,Virginia,3,Albemarle,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,124,127,722,G,"36,552",G
51,Virginia,5,Alleghany,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,11,G,530,H
51,Virginia,5,Alleghany,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,30,30,90,G,"1,717",G
51,Virginia,7,Amelia,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,41,G,490,G
51,Virginia,9,Amherst,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,37,J,810,G
51,Virginia,9,Amherst,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,46,46,146,G,"3,225",G
51,Virginia,11,Appomattox,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,23,J,188,J
51,Virginia,11,Appomattox,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,30,30,135,G,"2,312",G
51,Virginia,13,Arlington,713,"Amusement, Gambling, and Recreation Industries",1: Total,74,83,"1,879",G,"46,041",G
51,Virginia,13,Arlington,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,421,429,"11,275",G,"1,018,331",G
51,Virginia,15,Augusta,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,38,J,847,H
51,Virginia,15,Augusta,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,108,108,406,H,"9,330",G
51,Virginia,17,Bath,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,10,J,193,J
51,Virginia,17,Bath,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,49,H,"1,299",H
51,Virginia,19,Bedford,713,"Amusement, Gambling, and Recreation Industries",1: Total,19,19,269,J,"6,035",H
51,Virginia,19,Bedford,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,112,112,603,H,"15,983",G
51,Virginia,21,Bland,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,6,6,36,J,983,H
51,Virginia,23,Botetourt,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,104,H,"1,249",H
51,Virginia,23,Botetourt,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,61,61,305,G,"6,853",G
51,Virginia,25,Brunswick,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,29,H,481,G
51,Virginia,27,Buchanan,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,21,21,57,G,901,H
51,Virginia,29,Buckingham,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,20,20,100,J,"1,506",H
51,Virginia,31,Campbell,713,"Amusement, Gambling, and Recreation Industries",1: Total,10,10,41,H,664,H
51,Virginia,31,Campbell,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,69,69,595,G,"12,178",G
51,Virginia,33,Caroline,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,99,H,"1,308",H
51,Virginia,33,Caroline,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,37,37,142,G,"2,803",G
51,Virginia,35,Carroll,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,44,J,"1,291",J
51,Virginia,35,Carroll,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,38,38,90,G,"1,622",G
51,Virginia,36,Charles City,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,50,H,658,G
51,Virginia,37,Charlotte,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,3,J,109,H
51,Virginia,37,Charlotte,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,15,15,36,H,472,H
51,Virginia,41,Chesterfield,713,"Amusement, Gambling, and Recreation Industries",1: Total,90,99,"2,643",G,"43,495",G
51,Virginia,41,Chesterfield,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,276,276,"1,613",G,"46,908",G
51,Virginia,43,Clarke,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,18,J,814,H
51,Virginia,43,Clarke,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,31,31,156,H,"3,955",G
51,Virginia,45,Craig,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,5,5,8,J,118,J
51,Virginia,47,Culpeper,713,"Amusement, Gambling, and Recreation Industries",1: Total,13,14,266,G,"3,848",G
51,Virginia,47,Culpeper,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,50,51,243,G,"9,717",H
51,Virginia,49,Cumberland,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,19,G,371,G
51,Virginia,51,Dickenson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,16,J,146,G
51,Virginia,53,Dinwiddie,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,19,19,61,J,"1,270",H
51,Virginia,57,Essex,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,19,J,624,G
51,Virginia,57,Essex,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,57,J,"1,185",J
51,Virginia,59,Fairfax,713,"Amusement, Gambling, and Recreation Industries",1: Total,278,314,"4,960",G,"131,880",G
51,Virginia,59,Fairfax,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,"1,040","1,047","11,070",G,"710,139",G
51,Virginia,61,Fauquier,713,"Amusement, Gambling, and Recreation Industries",1: Total,13,13,105,G,"2,874",G
51,Virginia,61,Fauquier,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,103,103,737,H,"28,882",H
51,Virginia,63,Floyd,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,40,H,773,G
51,Virginia,63,Floyd,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,24,24,78,G,"1,097",G
51,Virginia,65,Fluvanna,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,45,H,"1,120",J
51,Virginia,65,Fluvanna,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,23,23,206,H,"4,823",H
51,Virginia,67,Franklin,713,"Amusement, Gambling, and Recreation Industries",1: Total,19,19,101,H,"2,115",G
51,Virginia,67,Franklin,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,50,50,202,H,"4,326",G
51,Virginia,69,Frederick,713,"Amusement, Gambling, and Recreation Industries",1: Total,15,15,68,H,876,H
51,Virginia,69,Frederick,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,72,72,523,G,"13,556",G
51,Virginia,71,Giles,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,20,20,74,J,"1,261",G
51,Virginia,73,Gloucester,713,"Amusement, Gambling, and Recreation Industries",1: Total,16,16,176,H,"3,389",G
51,Virginia,73,Gloucester,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,36,36,178,H,"4,270",G
51,Virginia,75,Goochland,713,"Amusement, Gambling, and Recreation Industries",1: Total,12,12,656,G,"22,460",G
51,Virginia,75,Goochland,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,36,36,236,H,"11,891",J
51,Virginia,77,Grayson,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,3,J,46,H
51,Virginia,77,Grayson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,9,9,18,J,256,G
51,Virginia,79,Greene,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,41,G,742,H
51,Virginia,79,Greene,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,21,J,501,H
51,Virginia,81,Greensville,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,3,3,6,J,33,J
